95       0      ( 5,15)   0.000154   6.2643e-01   2.6316e-07   PASS
96       0      ( 5,16)   0.000005   9.8821e-01   2.6316e-07   PASS
97       0      ( 5,17)   0.000093   7.6783e-01   2.6316e-07   PASS
98       0      ( 5,18)   0.000746   1.8299e-02   2.6316e-07   PASS
99       0      ( 5,19)   0.000091   7.7464e-01   2.6316e-07   PASS
100      0      ( 6, 7)   0.000112   7.2311e-01   2.6316e-07   PASS
101      0      ( 6, 8)   0.000026   9.3450e-01   2.6316e-07   PASS
102      0      ( 6, 9)   0.000531   9.3063e-02   2.6316e-07   PASS
103      0      ( 6,10)   0.000412   1.9217e-01   2.6316e-07   PASS
104      0      ( 6,11)   0.000020   9.4848e-01   2.6316e-07   PASS
105      0      ( 6,12)   0.000662   3.6307e-02   2.6316e-07   PASS
106      0      ( 6,13)   0.000082   7.9656e-01   2.6316e-07   PASS
107      0      ( 6,14)   0.000155   6.2491e-01   2.6316e-07   PASS
108      0      ( 6,15)   0.000491   1.2032e-01   2.6316e-07   PASS
109      0      ( 6,16)   0.000199   5.2826e-01   2.6316e-07   PASS
110      0      ( 6,17)   0.000157   6.1914e-01   2.6316e-07   PASS
111      0      ( 6,18)   0.000391   2.1634e-01   2.6316e-07   PASS
112      0      ( 6,19)   0.000576   6.8684e-02   2.6316e-07   PASS
113      0      ( 7, 8)   0.000288   3.6253e-01   2.6316e-07   PASS
114      0      ( 7, 9)   0.000089   7.7842e-01   2.6316e-07   PASS
115      0      ( 7,10)   0.000064   8.3866e-01   2.6316e-07   PASS
116      0      ( 7,11)   0.000157   6.1848e-01   2.6316e-07   PASS
117      0      ( 7,12)   0.000230   4.6695e-01   2.6316e-07   PASS
118      0      ( 7,13)   0.000047   8.8157e-01   2.6316e-07   PASS
119      0      ( 7,14)   0.000008   9.7938e-01   2.6316e-07   PASS
120      0      ( 7,15)   0.000121   7.0238e-01   2.6316e-07   PASS
121      0      ( 7,16)   0.000507   1.0889e-01   2.6316e-07   PASS
122      0      ( 7,17)   0.000531   9.2907e-02   2.6316e-07   PASS
123      0      ( 7,18)   0.000496   1.1706e-01   2.6316e-07   PASS
124      0      ( 7,19)   0.000090   7.7571e-01   2.6316e-07   PASS
125      0      ( 8, 9)   0.000258   4.1502e-01   2.6316e-07   PASS
126      0      ( 8,10)   0.000239   4.5002e-01   2.6316e-07   PASS
127      0      ( 8,11)   0.000049   8.7743e-01   2.6316e-07   PASS
128      0      ( 8,12)   0.000505   1.1021e-01   2.6316e-07   PASS
129      0      ( 8,13)   0.000009   9.7666e-01   2.6316e-07   PASS
130      0      ( 8,14)   0.000235   4.5722e-01   2.6316e-07   PASS
131      0      ( 8,15)   0.000333   2.9172e-01   2.6316e-07   PASS
132      0      ( 8,16)   0.000461   1.4497e-01   2.6316e-07   PASS
133      0      ( 8,17)   0.000116   7.1455e-01   2.6316e-07   PASS
134      0      ( 8,18)   0.000870   5.9531e-03   2.6316e-07   PASS
135      0      ( 8,19)   0.000136   6.6786e-01   2.6316e-07   PASS
136      0      ( 9,10)   0.000156   6.2083e-01   2.6316e-07   PASS
137      0      ( 9,11)   0.000131   6.7770e-01   2.6316e-07   PASS
138      0      ( 9,12)   0.000041   8.9677e-01   2.6316e-07   PASS
139      0      ( 9,13)   0.000027   9.3120e-01   2.6316e-07   PASS
140      0      ( 9,14)   0.000624   4.8495e-02   2.6316e-07   PASS
141      0      ( 9,15)   0.000039   9.0149e-01   2.6316e-07   PASS
142      0      ( 9,16)   0.000432   1.7234e-01   2.6316e-07   PASS
143      0      ( 9,17)   0.000869   6.0030e-03   2.6316e-07   PASS
144      0      ( 9,18)   0.000392   2.1522e-01   2.6316e-07   PASS
145      0      ( 9,19)   0.000146   6.4366e-01   2.6316e-07   PASS
146      0      (10,11)   0.000151   6.3359e-01   2.6316e-07   PASS
147      0      (10,12)   0.000030   9.2394e-01   2.6316e-07   PASS
148      0      (10,13)   0.000252   4.2622e-01   2.6316e-07   PASS
149      0      (10,14)   0.000633   4.5404e-02   2.6316e-07   PASS
150      0      (10,15)   0.000169   5.9353e-01   2.6316e-07   PASS
151      0      (10,16)   0.000218   4.8989e-01   2.6316e-07   PASS
152      0      (10,17)   0.000256   4.1864e-01   2.6316e-07   PASS
153      0      (10,18)   0.000254   4.2273e-01   2.6316e-07   PASS
154      0      (10,19)   0.000050   8.7314e-01   2.6316e-07   PASS
155      0      (11,12)   0.000280   3.7626e-01   2.6316e-07   PASS
156      0      (11,13)   0.000018   9.5463e-01   2.6316e-07   PASS
157      0      (11,14)   0.000154   6.2638e-01   2.6316e-07   PASS
158      0      (11,15)   0.000120   7.0452e-01   2.6316e-07   PASS
159      0      (11,16)   0.000456   1.4954e-01   2.6316e-07   PASS
160      0      (11,17)   0.000489   1.2212e-01   2.6316e-07   PASS
161      0      (11,18)   0.000425   1.7904e-01   2.6316e-07   PASS
162      0      (11,19)   0.000356   2.6009e-01   2.6316e-07   PASS
163      0      (12,13)   0.000355   2.6159e-01   2.6316e-07   PASS
164      0      (12,14)   0.000092   7.7040e-01   2.6316e-07   PASS
165      0      (12,15)   0.000045   8.8599e-01   2.6316e-07   PASS
166      0      (12,16)   0.000020   9.4863e-01   2.6316e-07   PASS
167      0      (12,17)   0.000475   1.3297e-01   2.6316e-07   PASS
168      0      (12,18)   0.000522   9.8702e-02   2.6316e-07   PASS
169      0      (12,19)   0.000072   8.1959e-01   2.6316e-07   PASS
170      0      (13,14)   0.000200   5.2791e-01   2.6316e-07   PASS
171      0      (13,15)   0.000707   2.5433e-02   2.6316e-07   PASS
172      0      (13,16)   0.000159   6.1616e-01   2.6316e-07   PASS
173      0      (13,17)   0.000023   9.4263e-01   2.6316e-07   PASS
174      0      (13,18)   0.000446   1.5833e-01   2.6316e-07   PASS
175      0      (13,19)   0.000455   1.5017e-01   2.6316e-07   PASS
176      0      (14,15)   0.000056   8.5845e-01   2.6316e-07   PASS
177      0      (14,16)   0.000446   1.5802e-01   2.6316e-07   PASS
178      0      (14,17)   0.000140   6.5697e-01   2.6316e-07   PASS
179      0      (14,18)   0.000184   5.6064e-01   2.6316e-07   PASS
180      0      (14,19)   0.000038   9.0363e-01   2.6316e-07   PASS
181      0      (15,16)   0.000092   7.7136e-01   2.6316e-07   PASS
182      0      (15,17)   0.000570   7.1710e-02   2.6316e-07   PASS
183      0      (15,18)   0.000251   4.2667e-01   2.6316e-07   PASS
184      0      (15,19)   0.000081   7.9729e-01   2.6316e-07   PASS
185      0      (16,17)   0.000575   6.8963e-02   2.6316e-07   PASS
186      0      (16,18)   0.000031   9.2135e-01   2.6316e-07   PASS
187      0      (16,19)   0.000434   1.6999e-01   2.6316e-07   PASS
188      0      (17,18)   0.000140   6.5715e-01   2.6316e-07   PASS
189      0      (17,19)   0.000075   8.1246e-01   2.6316e-07   PASS
190      0      (18,19)   0.000627   4.7251e-02   2.6316e-07   PASS
191      1      ( 0, 1)   0.000027   9.3151e-01   2.6316e-07   PASS
192      1      ( 0, 2)   0.000033   9.1780e-01   2.6316e-07   PASS
193      1      ( 0, 3)   0.000111   7.2593e-01   2.6316e-07   PASS
194      1      ( 0, 4)   0.000105   7.4089e-01   2.6316e-07   PASS
195      1      ( 0, 5)   0.000178   5.7415e-01   2.6316e-07   PASS
196      1      ( 0, 6)   0.000128   6.8569e-01   2.6316e-07   PASS
197      1      ( 0, 7)   0.000075   8.1179e-01   2.6316e-07   PASS
198      1      ( 0, 8)   0.000250   4.3002e-01   2.6316e-07   PASS
199      1      ( 0, 9)   0.000477   1.3123e-01   2.6316e-07   PASS
200      1      ( 0,10)   0.000271   3.9132e-01   2.6316e-07   PASS
201      1      ( 0,11)   0.000368   2.4439e-01   2.6316e-07   PASS
202      1      ( 0,12)   0.000265   4.0139e-01   2.6316e-07   PASS
203      1      ( 0,13)   0.000322   3.0898e-01   2.6316e-07   PASS
204      1      ( 0,14)   0.000051   8.7178e-01   2.6316e-07   PASS
205      1      ( 0,15)   0.000560   7.6383e-02   2.6316e-07   PASS
206      1      ( 0,16)   0.000272   3.8897e-01   2.6316e-07   PASS
207      1      ( 0,17)   0.000446   1.5873e-01   2.6316e-07   PASS
208      1      ( 0,18)   0.000427   1.7709e-01   2.6316e-07   PASS
209      1      ( 0,19)   0.000003   9.9122e-01   2.6316e-07   PASS
210      1      ( 1, 2)   0.000114   7.1817e-01   2.6316e-07   PASS
211      1      ( 1, 3)   0.000118   7.0799e-01   2.6316e-07   PASS
212      1      ( 1, 4)   0.000346   2.7383e-01   2.6316e-07   PASS
213      1      ( 1, 5)   0.000499   1.1469e-01   2.6316e-07   PASS
214      1      ( 1, 6)   0.000464   1.4218e-01   2.6316e-07   PASS
215      1      ( 1, 7)   0.000289   3.6141e-01   2.6316e-07   PASS
216      1      ( 1, 8)   0.000297   3.4711e-01   2.6316e-07   PASS
217      1      ( 1, 9)   0.000132   6.7540e-01   2.6316e-07   PASS
218      1      ( 1,10)   0.000229   4.6825e-01   2.6316e-07   PASS
219      1      ( 1,11)   0.000172   5.8610e-01   2.6316e-07   PASS
220      1      ( 1,12)   0.000145   6.4757e-01   2.6316e-07   PASS
221      1      ( 1,13)   0.000139   6.6130e-01   2.6316e-07   PASS
222      1      ( 1,14)   0.000648   4.0457e-02   2.6316e-07   PASS
223      1      ( 1,15)   0.000231   4.6443e-01   2.6316e-07   PASS
224      1      ( 1,16)   0.000180   5.6935e-01   2.6316e-07   PASS
225      1      ( 1,17)   0.000377   2.3309e-01   2.6316e-07   PASS
226      1      ( 1,18)   0.000081   7.9857e-01   2.6316e-07   PASS
227      1      ( 1,19)   0.000139   6.6025e-01   2.6316e-07   PASS
228      1      ( 2, 3)   0.000193   5.4215e-01   2.6316e-07   PASS
229      1      ( 2, 4)   0.000012   9.6982e-01   2.6316e-07   PASS
230      1      ( 2, 5)   0.000121   7.0168e-01   2.6316e-07   PASS
231      1      ( 2, 6)   0.000130   6.8186e-01   2.6316e-07   PASS
232      1      ( 2, 7)   0.000134   6.7106e-01   2.6316e-07   PASS
233      1      ( 2, 8)   0.000172   5.8690e-01   2.6316e-07   PASS
234      1      ( 2, 9)   0.000367   2.4589e-01   2.6316e-07   PASS
235      1      ( 2,10)   0.000472   1.3534e-01   2.6316e-07   PASS
236      1      ( 2,11)   0.000379   2.3089e-01   2.6316e-07   PASS
237      1      ( 2,12)   0.000430   1.7379e-01   2.6316e-07   PASS
238      1      ( 2,13)   0.000418   1.8636e-01   2.6316e-07   PASS
239      1      ( 2,14)   0.000025   9.3743e-01   2.6316e-07   PASS
240      1      ( 2,15)   0.000141   6.5629e-01   2.6316e-07   PASS
241      1      ( 2,16)   0.000111   7.2633e-01   2.6316e-07   PASS
242      1      ( 2,17)   0.000030   9.2358e-01   2.6316e-07   PASS
243      1      ( 2,18)   0.000134   6.7259e-01   2.6316e-07   PASS
244      1      ( 2,19)   0.000184   5.6103e-01   2.6316e-07   PASS
245      1      ( 3, 4)   0.000126   6.9146e-01   2.6316e-07   PASS
246      1      ( 3, 5)   0.000105   7.3890e-01   2.6316e-07   PASS
247      1      ( 3, 6)   0.000013   9.6626e-01   2.6316e-07   PASS
248      1      ( 3, 7)   0.000012   9.6950e-01   2.6316e-07   PASS
249      1      ( 3, 8)   0.000158   6.1817e-01   2.6316e-07   PASS
250      1      ( 3, 9)   0.000447   1.5716e-01   2.6316e-07   PASS
251      1      ( 3,10)   0.000138   6.6353e-01   2.6316e-07   PASS
252      1      ( 3,11)   0.000556   7.8833e-02   2.6316e-07   PASS
253      1      ( 3,12)   0.000035   9.1288e-01   2.6316e-07   PASS
254      1      ( 3,13)   0.000059   8.5316e-01   2.6316e-07   PASS
255      1      ( 3,14)   0.000045   8.8796e-01   2.6316e-07   PASS
256      1      ( 3,15)   0.000315   3.1881e-01   2.6316e-07   PASS
257      1      ( 3,16)   0.000276   3.8288e-01   2.6316e-07   PASS
258      1      ( 3,17)   0.000348   2.7159e-01   2.6316e-07   PASS
259      1      ( 3,18)   0.000412   1.9230e-01   2.6316e-07   PASS
260      1      ( 3,19)   0.000003   9.9326e-01   2.6316e-07   PASS
261      1      ( 4, 5)   0.000128   6.8569e-01   2.6316e-07   PASS
262      1      ( 4, 6)   0.000148   6.4065e-01   2.6316e-07   PASS
263      1      ( 4, 7)   0.000815   9.9925e-03   2.6316e-07   PASS
264      1      ( 4, 8)   0.000658   3.7546e-02   2.6316e-07   PASS
265      1      ( 4, 9)   0.000188   5.5268e-01   2.6316e-07   PASS
266      1      ( 4,10)   0.000406   1.9873e-01   2.6316e-07   PASS
267      1      ( 4,11)   0.000222   4.8316e-01   2.6316e-07   PASS
268      1      ( 4,12)   0.000148   6.3901e-01   2.6316e-07   PASS
269      1      ( 4,13)   0.000000   9.9968e-01   2.6316e-07   PASS
270      1      ( 4,14)   0.000258   4.1492e-01   2.6316e-07   PASS
271      1      ( 4,15)   0.000027   9.3080e-01   2.6316e-07   PASS
272      1      ( 4,16)   0.000410   1.9534e-01   2.6316e-07   PASS
273      1      ( 4,17)   0.000044   8.8920e-01   2.6316e-07   PASS
274      1      ( 4,18)   0.000407   1.9847e-01   2.6316e-07   PASS
275      1      ( 4,19)   0.000025   9.3755e-01   2.6316e-07   PASS
276      1      ( 5, 6)   0.000004   9.8977e-01   2.6316e-07   PASS
277      1      ( 5, 7)   0.000324   3.0597e-01   2.6316e-07   PASS
278      1      ( 5, 8)   0.000162   6.0865e-01   2.6316e-07   PASS
279      1      ( 5, 9)   0.000164   6.0433e-01   2.6316e-07   PASS
280      1      ( 5,10)   0.000641   4.2550e-02   2.6316e-07   PASS
281      1      ( 5,11)   0.000320   3.1221e-01   2.6316e-07   PASS
282      1      ( 5,12)   0.000138   6.6368e-01   2.6316e-07   PASS
283      1      ( 5,13)   0.000085   7.8841e-01   2.6316e-07   PASS
284      1      ( 5,14)   0.000477   1.3107e-01   2.6316e-07   PASS
285      1      ( 5,15)   0.000040   8.9920e-01   2.6316e-07   PASS
286      1      ( 5,16)   0.000404   2.0147e-01   2.6316e-07   PASS
287      1      ( 5,17)   0.000029   9.2601e-01   2.6316e-07   PASS
288      1      ( 5,18)   0.000344   2.7714e-01   2.6316e-07   PASS
289      1      ( 5,19)   0.000006   9.8558e-01   2.6316e-07   PASS
290      1      ( 6, 7)   0.000060   8.4988e-01   2.6316e-07   PASS
291      1      ( 6, 8)   0.000183   5.6259e-01   2.6316e-07   PASS
292      1      ( 6, 9)   0.000034   9.1514e-01   2.6316e-07   PASS
293      1      ( 6,10)   0.000204   5.1853e-01   2.6316e-07   PASS
294      1      ( 6,11)   0.000190   5.4727e-01   2.6316e-07   PASS
295      1      ( 6,12)   0.000811   1.0286e-02   2.6316e-07   PASS
296      1      ( 6,13)   0.000052   8.6892e-01   2.6316e-07   PASS
297      1      ( 6,14)   0.000055   8.6258e-01   2.6316e-07   PASS
298      1      ( 6,15)   0.000198   5.3193e-01   2.6316e-07   PASS
299      1      ( 6,16)   0.000321   3.1055e-01   2.6316e-07   PASS
300      1      ( 6,17)   0.000253   4.2309e-01   2.6316e-07   PASS
301      1      ( 6,18)   0.000428   1.7604e-01   2.6316e-07   PASS
302      1      ( 6,19)   0.000429   1.7450e-01   2.6316e-07   PASS
303      1      ( 7, 8)   0.000372   2.3911e-01   2.6316e-07   PASS
304      1      ( 7, 9)   0.000082   7.9550e-01   2.6316e-07   PASS
305      1      ( 7,10)   0.000495   1.1752e-01   2.6316e-07   PASS
306      1      ( 7,11)   0.000426   1.7760e-01   2.6316e-07   PASS
307      1      ( 7,12)   0.000010   9.7458e-01   2.6316e-07   PASS
308      1      ( 7,13)   0.000093   7.6941e-01   2.6316e-07   PASS
309      1      ( 7,14)   0.000194   5.4045e-01   2.6316e-07   PASS
310      1      ( 7,15)   0.000614   5.2294e-02   2.6316e-07   PASS
311      1      ( 7,16)   0.000274   3.8578e-01   2.6316e-07   PASS
312      1      ( 7,17)   0.000016   9.5960e-01   2.6316e-07   PASS
313      1      ( 7,18)   0.000089   7.7858e-01   2.6316e-07   PASS
314      1      ( 7,19)   0.000437   1.6742e-01   2.6316e-07   PASS
315      1      ( 8, 9)   0.000204   5.1946e-01   2.6316e-07   PASS
316      1      ( 8,10)   0.000134   6.7158e-01   2.6316e-07   PASS
317      1      ( 8,11)   0.000232   4.6329e-01   2.6316e-07   PASS
318      1      ( 8,12)   0.000072   8.1949e-01   2.6316e-07   PASS
319      1      ( 8,13)   0.000130   6.8173e-01   2.6316e-07   PASS
320      1      ( 8,14)   0.000401   2.0451e-01   2.6316e-07   PASS
321      1      ( 8,15)   0.000134   6.7256e-01   2.6316e-07   PASS
322      1      ( 8,16)   0.000067   8.3324e-01   2.6316e-07   PASS
323      1      ( 8,17)   0.000270   3.9246e-01   2.6316e-07   PASS
324      1      ( 8,18)   0.000237   4.5418e-01   2.6316e-07   PASS
325      1      ( 8,19)   0.000249   4.3077e-01   2.6316e-07   PASS
326      1      ( 9,10)   0.000086   7.8668e-01   2.6316e-07   PASS
327      1      ( 9,11)   0.000059   8.5211e-01   2.6316e-07   PASS
328      1      ( 9,12)   0.000673   3.3339e-02   2.6316e-07   PASS
329      1      ( 9,13)   0.000167   5.9750e-01   2.6316e-07   PASS
330      1      ( 9,14)   0.000134   6.7208e-01   2.6316e-07   PASS
331      1      ( 9,15)   0.000081   7.9783e-01   2.6316e-07   PASS
332      1      ( 9,16)   0.000039   9.0156e-01   2.6316e-07   PASS
333      1      ( 9,17)   0.000279   3.7794e-01   2.6316e-07   PASS
334      1      ( 9,18)   0.000237   4.5263e-01   2.6316e-07   PASS
335      1      ( 9,19)   0.000404   2.0103e-01   2.6316e-07   PASS
336      1      (10,11)   0.000283   3.7000e-01   2.6316e-07   PASS
337      1      (10,12)   0.000017   9.5788e-01   2.6316e-07   PASS
338      1      (10,13)   0.000478   1.3080e-01   2.6316e-07   PASS
339      1      (10,14)   0.000089   7.7872e-01   2.6316e-07   PASS
340      1      (10,15)   0.000320   3.1220e-01   2.6316e-07   PASS
341      1      (10,16)   0.000321   3.1008e-01   2.6316e-07   PASS
342      1      (10,17)   0.000258   4.1537e-01   2.6316e-07   PASS
343      1      (10,18)   0.000013   9.6722e-01   2.6316e-07   PASS
344      1      (10,19)   0.000147   6.4252e-01   2.6316e-07   PASS
345      1      (11,12)   0.000364   2.4933e-01   2.6316e-07   PASS
346      1      (11,13)   0.000304   3.3620e-01   2.6316e-07   PASS
347      1      (11,14)   0.000514   1.0378e-01   2.6316e-07   PASS
348      1      (11,15)   0.000477   1.3148e-01   2.6316e-07   PASS
349      1      (11,16)   0.000176   5.7726e-01   2.6316e-07   PASS
350      1      (11,17)   0.000271   3.9139e-01   2.6316e-07   PASS
351      1      (11,18)   0.000756   1.6812e-02   2.6316e-07   PASS
352      1      (11,19)   0.000453   1.5227e-01   2.6316e-07   PASS
353      1      (12,13)   0.000215   4.9609e-01   2.6316e-07   PASS
354      1      (12,14)   0.000216   4.9523e-01   2.6316e-07   PASS
355      1      (12,15)   0.000010   9.7376e-01   2.6316e-07   PASS
356      1      (12,16)   0.000106   7.3773e-01   2.6316e-07   PASS
357      1      (12,17)   0.000141   6.5530e-01   2.6316e-07   PASS
358      1      (12,18)   0.000377   2.3362e-01   2.6316e-07   PASS
359      1      (12,19)   0.000298   3.4550e-01   2.6316e-07   PASS
360      1      (13,14)   0.000212   5.0303e-01   2.6316e-07   PASS
361      1      (13,15)   0.000203   5.2189e-01   2.6316e-07   PASS
362      1      (13,16)   0.000121   7.0193e-01   2.6316e-07   PASS
363      1      (13,17)   0.000162   6.0755e-01   2.6316e-07   PASS
364      1      (13,18)   0.000339   2.8360e-01   2.6316e-07   PASS
365      1      (13,19)   0.000434   1.6950e-01   2.6316e-07   PASS
366      1      (14,15)   0.000096   7.6127e-01   2.6316e-07   PASS
367      1      (14,16)   0.000103   7.4474e-01   2.6316e-07   PASS
368      1      (14,17)   0.000426   1.7842e-01   2.6316e-07   PASS
369      1      (14,18)   0.000224   4.7962e-01   2.6316e-07   PASS
370      1      (14,19)   0.000109   7.3086e-01   2.6316e-07   PASS
371      1      (15,16)   0.000102   7.4696e-01   2.6316e-07   PASS
